n_train_instances,n_test_instances,n_vehicles,n_locations,average_training_runtime,best_train_runtime,predicted_runtime,solver_default_runtime,param_MIPFocus,param_Heuristics,param_VarBranch
10,10,3,20,0.8318725481033326,0.15754845142364501,0.23440909385681152,0.3233808517456055,0,0,1
10,10,4,20,13.712852551460266,0.45419671535491946,0.7041810274124145,1.3721512317657472,0,0,0
