n_train_instances,n_test_instances,n_vehicles,n_locations,average_training_runtime,best_train_runtime,predicted_runtime,solver_default_runtime,param_MIPFocus,param_Heuristics,param_VarBranch
10,10,3,20,2.3711909270286555,0.6366453886032104,1.0824602603912354,1.102017307281494,1,0,1
10,10,3,21,1.7920954909324645,0.6716278076171875,1.085409903526306,1.3587881326675415,0,0,1
10,10,3,22,4.966358675956726,0.9220466136932373,1.185791540145874,1.2523612976074219,0,0.05,0
10,10,3,23,15.90985279273987,0.43483676910400393,0.5670039892196655,0.38990638256072996,0,0,-1
10,10,3,24,5.835831552505494,0.5049962043762207,0.40630972385406494,0.42662320137023924,0,0.05,1
10,10,3,25,1.8347543182373047,0.38833370208740237,0.4411886930465698,0.47317936420440676,0,0.05,0	
