n_train_instances,n_test_instances,n_vehicles,n_locations,average_training_runtime,best_train_runtime,predicted_runtime,solver_default_runtime,param_MIPFocus,param_Heuristics,param_VarBranch,param_ImproveStartGap
10,10,3,20,3.1224882402420047,0.9793783903121949,2.955384349822998,0.33193800449371336,1,0.05,3,0.1
